oid,timestamp,date,hour,x,y,vehicle_count,pedestrian_count,congestion_level,weather_condition,temperature,location,other_oid,other_class,other_x,other_y,body_roll,body_pitch,body_yaw,head_roll,head_pitch,head_yaw
oid_1531,2023-03-05 19:00:00,2023-03-05,19,61.156761551808245,65.57488054930192,10,43,high,cloudy,-7.203618837312071,Location_1531,"['oid_487', 'oid_53', 'oid_22', 'oid_763', 'oid_977']","['pedestrian', 'vehicle', 'cyclist', 'pedestrian', 'pedestrian']","[60.701069490033255, 6.057195616161016, 21.33447293628149, 16.14012669734085, 17.949612438157903]","[97.35717038319139, 24.307805450511278, 14.890750448154677, 78.3983256460331, 10.637818068025906]",,,,,,
oid_1532,2023-03-05 20:00:00,2023-03-05,20,53.08786154957684,52.98841592018122,8,12,low,sunny,23.11025765165732,Location_1532,"['oid_679', 'oid_382', 'oid_889', 'oid_7']","['cyclist', 'cyclist', 'vehicle', 'pedestrian']","[47.155146142284885, 3.017467208315483, 93.93690133591342, 54.237802021535806]","[38.90247579245596, 55.03956368049754, 89.64780774895405, 69.09871867234087]",,,,,,
oid_1533,2023-03-05 21:00:00,2023-03-05,21,41.25965166820589,62.79782633472001,11,39,low,cloudy,32.8505264338887,Location_1533,"['oid_387', 'oid_537']","['pedestrian', 'pedestrian']","[41.67966309082464, 44.51405509491093]","[65.3789811053391, 87.36708749128238]",,,,,,
oid_1534,2023-03-05 22:00:00,2023-03-05,22,82.72084256640763,0.059381938639768705,3,5,high,snowy,9.892586367176015,Location_1534,"['oid_924', 'oid_618', 'oid_575', 'oid_484']","['vehicle', 'cyclist', 'cyclist', 'cyclist']","[39.665738246026706, 12.060714021255558, 18.29528135025743, 86.50118754575989]","[54.297195956707625, 23.4091577191996, 42.55899237907722, 49.3800161273615]",,,,,,
oid_1535,2023-03-05 23:00:00,2023-03-05,23,80.87845111946592,20.425924299032815,12,27,high,cloudy,-6.481730382587968,Location_1535,"['oid_69', 'oid_257', 'oid_510', 'oid_589', 'oid_174']","['pedestrian', 'pedestrian', 'pedestrian', 'pedestrian', 'vehicle']","[50.60541175601521, 83.6556849484929, 17.243435105643712, 91.12547541735914, 28.630448254291164]","[16.074115491638587, 66.75831270247103, 97.2314124961332, 56.230520544648975, 50.002677617715655]",,,,,,
oid_1536,2023-03-06 00:00:00,2023-03-06,0,22.395543161665522,46.145224884626124,8,10,low,cloudy,5.079527745635003,Location_1536,['oid_330'],['pedestrian'],[68.99719188805207],[30.869548611649257],,,,,,
oid_1537,2023-03-06 01:00:00,2023-03-06,1,98.34413018544737,29.060416351369344,7,7,high,snowy,18.676971421059257,Location_1537,"['oid_150', 'oid_32']","['vehicle', 'vehicle']","[13.805591734699263, 89.60440149262269]","[61.17990752131276, 78.46499313783993]",,,,,,
oid_1538,2023-03-06 02:00:00,2023-03-06,2,1.707932365342435,4.630639719972374,10,5,low,rainy,-6.735738306301084,Location_1538,"['oid_933', 'oid_465', 'oid_507']","['vehicle', 'vehicle', 'cyclist']","[17.3361854944446, 16.37603316177263, 62.448452876242854]","[49.75801360473091, 21.38813583043323, 11.552754596884595]",,,,,,
oid_1539,2023-03-06 03:00:00,2023-03-06,3,7.746074422682314,70.33983515819754,3,32,low,rainy,21.46353992969655,Location_1539,"['oid_923', 'oid_425', 'oid_78', 'oid_710']","['cyclist', 'cyclist', 'vehicle', 'cyclist']","[58.50858691704629, 41.589896295345774, 91.72891816554214, 53.90195814136239]","[22.145336588947718, 34.68773951732391, 45.64889030555857, 65.52654991219859]",,,,,,
oid_1540,2023-03-06 04:00:00,2023-03-06,4,77.99301753549923,54.66757284982806,18,43,medium,rainy,34.3709206630715,Location_1540,"['oid_764', 'oid_487']","['vehicle', 'cyclist']","[27.54180998594985, 20.37035455159135]","[42.89968722376938, 80.42851768242623]",,,,,,
oid_1541,2023-03-06 05:00:00,2023-03-06,5,51.683429619395724,30.48526770772516,4,2,low,rainy,-3.0387934264984864,Location_1541,['oid_691'],['cyclist'],[70.84855945112366],[94.5563033608471],,,,,,
oid_1542,2023-03-06 06:00:00,2023-03-06,6,0.5637163516302501,83.12196026529644,10,45,high,rainy,12.384580534660138,Location_1542,"['oid_595', 'oid_39', 'oid_36']","['cyclist', 'pedestrian', 'pedestrian']","[77.12034709554098, 33.60865207585672, 49.34199303929915]","[21.149093389091245, 65.03265824191811, 15.829941256018332]",,,,,,
oid_1543,2023-03-06 07:00:00,2023-03-06,7,77.70698883720087,93.24422354200313,11,38,high,cloudy,12.948168699696815,Location_1543,"['oid_928', 'oid_17']","['pedestrian', 'vehicle']","[34.635998440470296, 55.81529222172744]","[5.391423784040594, 11.163696529906586]",,,,,,
oid_1544,2023-03-06 08:00:00,2023-03-06,8,76.01204593299094,68.72613469831722,2,24,high,cloudy,5.957779630299919,Location_1544,['oid_166'],['vehicle'],[79.52399714968145],[45.377028257621575],,,,,,
oid_1545,2023-03-06 09:00:00,2023-03-06,9,39.111428928319434,28.484721923330735,11,2,low,rainy,17.370571730917604,Location_1545,"['oid_213', 'oid_779', 'oid_971']","['cyclist', 'pedestrian', 'vehicle']","[16.04843925827204, 11.487791513189382, 74.20615377455191]","[99.5674297606592, 99.75250689885242, 69.80450061830436]",,,,,,
oid_1546,2023-03-06 10:00:00,2023-03-06,10,15.00620719096053,66.92986265681112,9,11,high,rainy,32.07538734953883,Location_1546,"['oid_229', 'oid_399']","['vehicle', 'cyclist']","[34.40299445296606, 88.74796073395943]","[2.3267991808974986, 88.15024036660321]",,,,,,
oid_1547,2023-03-06 11:00:00,2023-03-06,11,81.73826102325005,77.29185604430772,5,27,low,snowy,31.44837535892539,Location_1547,['oid_929'],['vehicle'],[66.16506108130191],[62.02061792200059],,,,,,
oid_1548,2023-03-06 12:00:00,2023-03-06,12,16.703574712172653,44.02556004149882,2,39,low,cloudy,5.385141057744756,Location_1548,"['oid_412', 'oid_155', 'oid_533', 'oid_550', 'oid_520']","['vehicle', 'cyclist', 'cyclist', 'pedestrian', 'vehicle']","[50.47299324933886, 24.58219130892528, 42.676398207498345, 51.98972663423259, 42.42187326440791]","[84.02406603229922, 17.738810399090276, 93.99816280467232, 93.93140733576517, 45.68331768344889]",,,,,,
oid_1549,2023-03-06 13:00:00,2023-03-06,13,83.2215150130333,84.79975981579484,19,28,high,snowy,28.682422948786332,Location_1549,"['oid_622', 'oid_191', 'oid_622']","['vehicle', 'cyclist', 'pedestrian']","[21.296647310026838, 30.245732385837208, 52.74942242276821]","[49.82775072273557, 54.61843363557895, 92.93271380425097]",,,,,,
oid_1550,2023-03-06 14:00:00,2023-03-06,14,58.69957097831564,11.97282205757546,2,6,high,rainy,17.85706854177069,Location_1550,"['oid_966', 'oid_992', 'oid_664', 'oid_370', 'oid_441']","['cyclist', 'cyclist', 'cyclist', 'pedestrian', 'pedestrian']","[27.175883041663106, 33.85730475710071, 97.7616729432896, 3.5663974476122573, 39.09627734374328]","[79.45034905588275, 5.844146680199835, 79.06876826025261, 46.80245779402065, 18.251635170698144]",,,,,,
oid_1551,2023-03-06 15:00:00,2023-03-06,15,54.64776903678688,26.20468722536288,5,45,high,snowy,12.91880275344386,Location_1551,['oid_381'],['cyclist'],[10.494389316253228],[60.877219727506535],,,,,,
oid_1552,2023-03-06 16:00:00,2023-03-06,16,19.391485822965826,96.53173380587427,9,36,low,snowy,12.188810348632181,Location_1552,"['oid_285', 'oid_137']","['pedestrian', 'pedestrian']","[55.62771840851446, 90.0928018732624]","[24.16124910101137, 3.1157118789190363]",,,,,,
oid_1553,2023-03-06 17:00:00,2023-03-06,17,72.0693417437545,72.42322063160701,7,15,medium,cloudy,16.373205623288413,Location_1553,"['oid_704', 'oid_175', 'oid_672']","['cyclist', 'vehicle', 'vehicle']","[62.416646524013075, 16.715846899470687, 68.88521939263696]","[98.08686263787276, 64.75702131814009, 80.11922141652063]",,,,,,
oid_1554,2023-03-06 18:00:00,2023-03-06,18,28.26169700708807,81.75328995586463,18,48,high,snowy,32.031577644986825,Location_1554,['oid_794'],['vehicle'],[42.12531211825256],[85.92547392676866],,,,,,
oid_1555,2023-03-06 19:00:00,2023-03-06,19,11.719832071553437,10.86250449798678,12,32,medium,cloudy,33.392366841800666,Location_1555,"['oid_889', 'oid_161']","['cyclist', 'vehicle']","[65.93470495650332, 35.21606082572336]","[33.03586632689052, 95.12196200876335]",,,,,,
oid_1556,2023-03-06 20:00:00,2023-03-06,20,80.14773113794544,23.46807659743697,15,45,low,sunny,-4.333178264536487,Location_1556,"['oid_590', 'oid_901', 'oid_671', 'oid_542', 'oid_517']","['vehicle', 'cyclist', 'vehicle', 'pedestrian', 'pedestrian']","[14.54655310843097, 14.596716747235138, 50.968583079399124, 93.40480094360927, 90.31846879338914]","[76.38135709960008, 50.65226377095554, 83.5244445852983, 21.013054207937298, 35.89227638407589]",,,,,,
oid_1557,2023-03-06 21:00:00,2023-03-06,21,76.6519820723278,3.8185162459504096,16,19,low,cloudy,13.463321876037707,Location_1557,"['oid_956', 'oid_991']","['cyclist', 'cyclist']","[84.4107674848636, 74.9293125182189]","[18.435968758438335, 4.870656571770082]",,,,,,
oid_1558,2023-03-06 22:00:00,2023-03-06,22,21.04475196221134,82.01559332437938,11,43,medium,snowy,17.477227775350304,Location_1558,"['oid_397', 'oid_718', 'oid_37', 'oid_393']","['pedestrian', 'pedestrian', 'pedestrian', 'pedestrian']","[53.6973848203803, 22.961942707632442, 8.606238953430301, 45.99965549748944]","[5.433655395219761, 74.2582588658872, 5.795117465744548, 18.567316684911184]",,,,,,
oid_1559,2023-03-06 23:00:00,2023-03-06,23,71.89025318251126,82.60978357990058,8,6,low,cloudy,23.766674193071417,Location_1559,"['oid_301', 'oid_947', 'oid_293', 'oid_907']","['cyclist', 'pedestrian', 'vehicle', 'vehicle']","[14.144455960107171, 70.611078271432, 74.49906824150003, 37.70626975296775]","[68.41526846769635, 63.158281069861175, 69.02042119503918, 80.55430826385926]",,,,,,
oid_1560,2023-03-07 00:00:00,2023-03-07,0,11.076990475190506,65.13562405614928,14,1,high,sunny,-1.0747860174191288,Location_1560,"['oid_399', 'oid_46', 'oid_251', 'oid_663']","['cyclist', 'vehicle', 'vehicle', 'cyclist']","[89.70332800629244, 18.27510855750505, 70.49129139376753, 52.499832159782436]","[31.912027087393604, 58.29169550936878, 66.70308319851229, 76.92529601946178]",,,,,,
oid_1561,2023-03-07 01:00:00,2023-03-07,1,76.55288215669897,92.3223288639562,17,11,medium,sunny,10.242727229002572,Location_1561,"['oid_128', 'oid_501', 'oid_997']","['vehicle', 'cyclist', 'pedestrian']","[55.315906241027456, 24.996635849490822, 3.6079956988365525]","[87.60213547068416, 15.49333205273864, 2.031456638757223]",,,,,,
oid_1562,2023-03-07 02:00:00,2023-03-07,2,34.49139036160764,39.61372976615982,7,28,high,snowy,25.53300708580742,Location_1562,"['oid_135', 'oid_550', 'oid_160']","['pedestrian', 'vehicle', 'pedestrian']","[32.79741179538279, 10.977477112256572, 15.060903604993737]","[55.62952170311743, 1.8364572672435187, 2.822435544459112]",,,,,,
oid_1563,2023-03-07 03:00:00,2023-03-07,3,11.314316064493324,14.659326527064842,7,33,high,snowy,0.8568713216199626,Location_1563,['oid_570'],['cyclist'],[51.650400242184304],[55.26038137483027],,,,,,
oid_1564,2023-03-07 04:00:00,2023-03-07,4,60.37095756909407,33.9224613323299,8,45,medium,rainy,32.555777956651006,Location_1564,['oid_328'],['pedestrian'],[14.452247326145539],[53.603593316241806],,,,,,
oid_1565,2023-03-07 05:00:00,2023-03-07,5,88.18525251680637,95.80514542254848,19,44,medium,snowy,9.401704470665983,Location_1565,"['oid_964', 'oid_456', 'oid_156', 'oid_774']","['vehicle', 'cyclist', 'cyclist', 'pedestrian']","[44.23637550538692, 53.23637823432167, 69.31297982360024, 67.65558096299657]","[42.76039032537425, 63.55502275961877, 91.48784087892116, 9.850270067582588]",,,,,,
oid_1566,2023-03-07 06:00:00,2023-03-07,6,75.92259797716585,2.8315638330558945,16,4,high,cloudy,2.4808253605225907,Location_1566,['oid_902'],['cyclist'],[28.50059440061099],[20.331415001576758],,,,,,
oid_1567,2023-03-07 07:00:00,2023-03-07,7,24.86336816255178,25.872173459678937,4,22,low,rainy,31.530875450862197,Location_1567,"['oid_52', 'oid_189']","['vehicle', 'cyclist']","[12.448789816347928, 64.17400532830013]","[79.14702264715429, 20.572666071435563]",,,,,,
oid_1568,2023-03-07 08:00:00,2023-03-07,8,70.50477796822156,64.39369247046707,19,4,low,sunny,19.380887603990427,Location_1568,['oid_405'],['cyclist'],[9.896035031673433],[27.815424229266085],,,,,,
oid_1569,2023-03-07 09:00:00,2023-03-07,9,76.88532861320955,27.259296432281488,5,12,medium,sunny,28.02724130330175,Location_1569,"['oid_853', 'oid_922']","['cyclist', 'vehicle']","[60.51971419037208, 37.65666989857351]","[30.67823355475683, 12.647550210680281]",,,,,,
oid_1570,2023-03-07 10:00:00,2023-03-07,10,29.21157917287285,55.31277535512139,5,39,high,rainy,2.1549011357007117,Location_1570,"['oid_191', 'oid_262', 'oid_543', 'oid_360', 'oid_58']","['vehicle', 'pedestrian', 'vehicle', 'vehicle', 'vehicle']","[24.77956647789116, 66.12391315002736, 59.61006066279918, 88.12506838922131, 38.770752733248315]","[12.969585341286628, 48.56328098260446, 57.512096495884514, 86.68687124483459, 42.449688232400995]",,,,,,
oid_1571,2023-03-07 11:00:00,2023-03-07,11,68.04622500125845,80.19015836369122,13,32,medium,sunny,22.00626686857609,Location_1571,"['oid_355', 'oid_983', 'oid_356', 'oid_354']","['vehicle', 'pedestrian', 'cyclist', 'cyclist']","[98.64878566329885, 15.494998348383637, 42.516648439893224, 94.01600361540383]","[40.396206010069754, 4.060120384446641, 19.745454704859768, 48.22302615572854]",,,,,,
oid_1572,2023-03-07 12:00:00,2023-03-07,12,13.642978106270466,79.93131942322262,1,45,low,cloudy,9.052164241785654,Location_1572,"['oid_700', 'oid_102']","['cyclist', 'pedestrian']","[62.79770211164536, 3.006121568300979]","[10.874569430832304, 38.968527832806544]",,,,,,
oid_1573,2023-03-07 13:00:00,2023-03-07,13,29.644267525971703,99.46854769167312,6,23,low,cloudy,8.916608155898658,Location_1573,['oid_856'],['vehicle'],[27.96780532718718],[50.005489343976684],,,,,,
oid_1574,2023-03-07 14:00:00,2023-03-07,14,82.11283127150547,29.14495193794121,5,38,low,snowy,6.404110075729545,Location_1574,"['oid_982', 'oid_527', 'oid_758']","['cyclist', 'pedestrian', 'pedestrian']","[46.00825201451657, 18.65075020267263, 43.0594710835647]","[0.6624273189549279, 35.753933226968485, 34.837199525079534]",,,,,,
oid_1575,2023-03-07 15:00:00,2023-03-07,15,11.329976642959572,63.83453211316771,13,24,low,snowy,-7.276423661209449,Location_1575,"['oid_502', 'oid_972', 'oid_950', 'oid_487', 'oid_903']","['vehicle', 'cyclist', 'vehicle', 'vehicle', 'pedestrian']","[95.95189037566193, 59.79243498499026, 12.013007798731456, 19.055870164313205, 89.18143884393245]","[70.6431614821037, 0.7123494373488137, 7.669729839639572, 41.79299902244599, 13.777670272201604]",,,,,,
oid_1576,2023-03-07 16:00:00,2023-03-07,16,88.31436953992178,56.57203837876056,4,48,medium,rainy,13.927520954951273,Location_1576,"['oid_428', 'oid_828', 'oid_237']","['cyclist', 'vehicle', 'cyclist']","[35.375187146916076, 67.7265063117146, 19.8819108107148]","[90.13509595794636, 98.04051641994711, 85.47853124085843]",,,,,,
oid_1577,2023-03-07 17:00:00,2023-03-07,17,49.255366216629646,29.61324633066219,19,49,medium,snowy,20.86663843916009,Location_1577,['oid_443'],['cyclist'],[15.187024155582485],[19.295544002178755],,,,,,
oid_1578,2023-03-07 18:00:00,2023-03-07,18,51.90555110015802,38.43746074553614,14,43,high,snowy,-8.150502511728169,Location_1578,"['oid_716', 'oid_153', 'oid_690', 'oid_530']","['vehicle', 'pedestrian', 'vehicle', 'vehicle']","[34.684238615342856, 26.42691881246759, 77.3457616792691, 57.094395205595994]","[16.470863385227585, 47.581674908379554, 50.56490557608802, 60.351265740167406]",,,,,,
oid_1579,2023-03-07 19:00:00,2023-03-07,19,22.52423878960389,19.983158137778833,4,47,medium,rainy,-8.269227150066177,Location_1579,"['oid_250', 'oid_978', 'oid_438']","['cyclist', 'cyclist', 'cyclist']","[71.56347240520326, 18.62318152256359, 77.76089307924511]","[75.07408546139345, 10.710270056066218, 76.0642521513038]",,,,,,
oid_1580,2023-03-07 20:00:00,2023-03-07,20,3.7328863625639586,23.24203124310762,0,3,high,sunny,28.075136451252128,Location_1580,['oid_720'],['pedestrian'],[23.390730580007492],[26.183209871620118],,,,,,
oid_1581,2023-03-07 21:00:00,2023-03-07,21,87.47523184188569,35.19706908189233,13,21,low,snowy,9.439868642311126,Location_1581,['oid_295'],['vehicle'],[4.669417163443801],[66.05483959184605],,,,,,
oid_1582,2023-03-07 22:00:00,2023-03-07,22,46.95123154759535,42.48219777042086,13,44,low,sunny,6.2109249835945874,Location_1582,['oid_186'],['cyclist'],[10.499568967721329],[71.92392220733501],,,,,,
oid_1583,2023-03-07 23:00:00,2023-03-07,23,57.35303700325495,4.6660501057408155,19,28,high,snowy,-6.980358128322867,Location_1583,"['oid_427', 'oid_708', 'oid_528']","['pedestrian', 'vehicle', 'vehicle']","[49.43087899588643, 57.96820013002729, 9.920002274037909]","[53.530972651563104, 55.243684818658586, 16.35132490023129]",,,,,,
oid_1584,2023-03-08 00:00:00,2023-03-08,0,10.97795008477036,97.36699038725466,19,19,medium,rainy,2.139949967965535,Location_1584,"['oid_897', 'oid_452']","['vehicle', 'pedestrian']","[18.10470771868674, 60.1429234184666]","[59.744884421865386, 20.994736477055966]",,,,,,
oid_1585,2023-03-08 01:00:00,2023-03-08,1,78.7861921756973,27.704478635729725,13,43,low,sunny,9.953869351497453,Location_1585,"['oid_992', 'oid_873', 'oid_375', 'oid_296']","['vehicle', 'vehicle', 'pedestrian', 'vehicle']","[40.77536087998298, 10.478913337386198, 12.179937271718433, 44.64070836321859]","[56.39067299000827, 70.70900476372167, 1.863037516882049, 15.963860324618206]",,,,,,
oid_1586,2023-03-08 02:00:00,2023-03-08,2,46.54367650436645,42.83107933060176,10,9,medium,cloudy,12.700280485453533,Location_1586,"['oid_358', 'oid_933', 'oid_102', 'oid_693', 'oid_582']","['vehicle', 'cyclist', 'pedestrian', 'cyclist', 'pedestrian']","[58.18963993409806, 46.381177364522166, 98.49831403422331, 85.1082301960763, 11.195766535785667]","[36.119949052667046, 64.1136347546847, 11.33101483137996, 51.2519091447392, 30.21513533889112]",,,,,,
oid_1587,2023-03-08 03:00:00,2023-03-08,3,15.507195807326902,2.0219728476643883,17,3,low,sunny,16.86341782807969,Location_1587,"['oid_734', 'oid_175', 'oid_76']","['vehicle', 'vehicle', 'cyclist']","[25.07427307238501, 56.30898512856923, 68.31706701022624]","[35.639290259085776, 28.942011602429407, 42.99222233781027]",,,,,,
oid_1588,2023-03-08 04:00:00,2023-03-08,4,23.394723950325314,69.328166590589,3,33,medium,sunny,15.110401249163626,Location_1588,['oid_788'],['cyclist'],[48.189406623571905],[45.85190696391018],,,,,,
oid_1589,2023-03-08 05:00:00,2023-03-08,5,91.03033260830958,31.806859220305416,19,5,low,cloudy,2.0252249469492334,Location_1589,['oid_938'],['cyclist'],[87.32473781932926],[95.145964249192],,,,,,
oid_1590,2023-03-08 06:00:00,2023-03-08,6,98.46453597910907,19.607727250483308,7,0,high,sunny,27.889837159708264,Location_1590,"['oid_619', 'oid_561', 'oid_607']","['cyclist', 'cyclist', 'pedestrian']","[67.20206767660535, 92.06069633706775, 89.36356440564514]","[80.10388997733783, 45.201272179387644, 1.4078902890689693]",,,,,,
oid_1591,2023-03-08 07:00:00,2023-03-08,7,23.08931573157379,57.10118993742862,5,42,high,cloudy,18.02739327419116,Location_1591,"['oid_518', 'oid_761']","['pedestrian', 'cyclist']","[77.12095924090612, 19.010485155988334]","[26.4105553087299, 46.33859584462336]",,,,,,
oid_1592,2023-03-08 08:00:00,2023-03-08,8,30.402681447294277,56.699378173421024,14,49,low,sunny,-6.664379248486353,Location_1592,"['oid_784', 'oid_469', 'oid_369', 'oid_739', 'oid_500']","['pedestrian', 'pedestrian', 'vehicle', 'cyclist', 'cyclist']","[65.30658020191497, 39.27556919816432, 88.03886568150587, 83.96742724717821, 80.7491940386288]","[27.116097119508996, 5.542994594051742, 44.17654483213208, 7.204726542078843, 79.16148912789534]",,,,,,
oid_1593,2023-03-08 09:00:00,2023-03-08,9,89.52010657914327,3.6550021634333185,2,2,medium,snowy,2.460483127729816,Location_1593,"['oid_489', 'oid_374']","['cyclist', 'cyclist']","[1.3964907428873574, 67.12753841384834]","[53.07476956804153, 9.399327107464972]",,,,,,
oid_1594,2023-03-08 10:00:00,2023-03-08,10,56.03502807704136,14.227374589727482,15,40,low,sunny,-6.090880739325854,Location_1594,['oid_305'],['pedestrian'],[95.92052090373761],[38.260603585717604],,,,,,
oid_1595,2023-03-08 11:00:00,2023-03-08,11,46.989059453159776,37.551774491065416,8,30,medium,rainy,3.2450790699107497,Location_1595,"['oid_830', 'oid_238', 'oid_238']","['pedestrian', 'cyclist', 'pedestrian']","[58.488949719073666, 81.98334314193207, 73.740749885363]","[34.288289177038564, 73.95536934599767, 85.05130075479777]",,,,,,
oid_1596,2023-03-08 12:00:00,2023-03-08,12,62.30015747913015,68.43467156341838,2,3,medium,rainy,21.24960073705047,Location_1596,"['oid_120', 'oid_46', 'oid_230', 'oid_585', 'oid_296']","['pedestrian', 'cyclist', 'cyclist', 'pedestrian', 'vehicle']","[91.12737512433607, 33.66621492837436, 89.41671832227792, 20.273157893245187, 44.13068741222798]","[68.96653077764505, 7.729724001298088, 9.688432006210634, 5.45107499900217, 47.77161457264063]",,,,,,
oid_1597,2023-03-08 13:00:00,2023-03-08,13,53.280817750412844,4.622300248649191,6,20,high,rainy,20.114289771432688,Location_1597,"['oid_932', 'oid_233', 'oid_356']","['cyclist', 'vehicle', 'cyclist']","[62.731210822126314, 10.340361080077153, 65.74637490622194]","[30.7584209488472, 42.99366953573285, 89.84386519252278]",,,,,,
oid_1598,2023-03-08 14:00:00,2023-03-08,14,83.85605165778713,83.85569099151395,2,23,high,rainy,33.3691214729176,Location_1598,['oid_179'],['vehicle'],[54.82927439766594],[73.40054419011818],,,,,,
oid_1599,2023-03-08 15:00:00,2023-03-08,15,91.91170538333579,55.4378927994038,11,45,low,rainy,27.04245233613392,Location_1599,"['oid_340', 'oid_378', 'oid_269', 'oid_37', 'oid_303']","['cyclist', 'pedestrian', 'vehicle', 'pedestrian', 'pedestrian']","[40.32190793515548, 16.097715118110045, 20.613762933096215, 37.994189807485114, 2.7002260957966318]","[32.71064238445697, 8.42503554866999, 51.303138209331046, 99.85233878095237, 96.7566219745762]",,,,,,
oid_1600,2023-03-08 16:00:00,2023-03-08,16,13.900958470920955,24.762141873335885,5,26,medium,rainy,30.93471993519961,Location_1600,"['oid_73', 'oid_757', 'oid_266']","['cyclist', 'vehicle', 'pedestrian']","[77.63158971177025, 5.594986285569026, 98.67344245957901]","[27.863969959337854, 69.38537493871911, 46.924656682681984]",,,,,,
oid_1601,2023-03-08 17:00:00,2023-03-08,17,29.823112273043918,3.891315126593964,15,16,medium,rainy,-8.87720454949939,Location_1601,"['oid_474', 'oid_61', 'oid_584', 'oid_193']","['vehicle', 'vehicle', 'cyclist', 'pedestrian']","[34.66411750082427, 91.00391537267741, 69.84547034165732, 86.36600150117769]","[1.2520574392924755, 80.67070246800347, 11.170575936561644, 91.3174361747513]",,,,,,
oid_1602,2023-03-08 18:00:00,2023-03-08,18,26.26248818035213,8.383748161022176,3,41,medium,cloudy,26.684651546053544,Location_1602,"['oid_543', 'oid_3', 'oid_897', 'oid_15']","['cyclist', 'vehicle', 'cyclist', 'pedestrian']","[88.99310360956896, 5.411692136684643, 79.48843499682326, 89.95515094685886]","[25.527730322716124, 45.45409953512897, 31.97801585723542, 78.25253149269066]",,,,,,
oid_1603,2023-03-08 19:00:00,2023-03-08,19,52.63533901965304,85.38428908122879,13,46,high,sunny,25.42559946401731,Location_1603,"['oid_278', 'oid_316', 'oid_878', 'oid_645']","['pedestrian', 'cyclist', 'pedestrian', 'vehicle']","[66.15536372826361, 22.863445599561082, 70.82294428551646, 4.571555859832888]","[55.7642743860338, 40.322929612276035, 98.86152259851045, 47.657786966659124]",,,,,,
oid_1604,2023-03-08 20:00:00,2023-03-08,20,23.544320596011058,39.191109948471755,0,34,medium,snowy,31.588590550841666,Location_1604,['oid_496'],['vehicle'],[3.5216360212455666],[17.670774138731417],,,,,,
oid_1605,2023-03-08 21:00:00,2023-03-08,21,16.709520542780687,42.8582587877827,17,20,medium,sunny,8.96992692830668,Location_1605,"['oid_274', 'oid_405', 'oid_584', 'oid_457', 'oid_140']","['pedestrian', 'vehicle', 'vehicle', 'vehicle', 'vehicle']","[84.97412702350317, 74.7836158319074, 27.602214799142978, 25.673108740826333, 60.54825004394648]","[65.65904911951402, 38.351770246365376, 31.301969001755715, 99.19614305458774, 16.382918486681277]",,,,,,
oid_1606,2023-03-08 22:00:00,2023-03-08,22,76.95595009917302,79.49669345217336,15,21,high,sunny,30.241526400037046,Location_1606,['oid_471'],['cyclist'],[30.153493843340506],[88.14817590164046],,,,,,
oid_1607,2023-03-08 23:00:00,2023-03-08,23,9.012978761511237,69.83719001964334,0,6,low,rainy,20.07008897255459,Location_1607,['oid_246'],['vehicle'],[98.08082481226327],[28.36395931298319],,,,,,
oid_1608,2023-03-09 00:00:00,2023-03-09,0,28.77425422859642,25.66852496146406,13,43,low,rainy,11.60029113970256,Location_1608,"['oid_498', 'oid_150', 'oid_200']","['cyclist', 'pedestrian', 'pedestrian']","[2.771359576422372, 23.61018012589661, 48.15270518553362]","[63.89088064623113, 13.338169244095855, 55.508175381007185]",,,,,,
oid_1609,2023-03-09 01:00:00,2023-03-09,1,85.44775537505431,0.8630570014944827,1,6,high,sunny,-6.166256297975485,Location_1609,"['oid_768', 'oid_562', 'oid_576', 'oid_187']","['vehicle', 'vehicle', 'vehicle', 'pedestrian']","[52.37502306722263, 22.630442727581602, 39.878303791229506, 64.27036749812754]","[11.806857653631763, 53.23489239020931, 91.93620963113472, 45.278001388621504]",,,,,,
oid_1610,2023-03-09 02:00:00,2023-03-09,2,37.79582341340289,47.64138232396042,12,48,high,rainy,28.985959085261783,Location_1610,"['oid_217', 'oid_194', 'oid_863', 'oid_330', 'oid_433']","['cyclist', 'pedestrian', 'vehicle', 'vehicle', 'cyclist']","[81.89521943373639, 45.29251815162736, 24.60542451237916, 0.8034650231796725, 89.26446312392137]","[53.66808087264675, 52.52664394188906, 50.934291873877434, 3.1771138739584703, 95.79803099328034]",,,,,,
oid_1611,2023-03-09 03:00:00,2023-03-09,3,54.498983718845075,49.34625456549584,5,12,high,rainy,34.91277572512751,Location_1611,"['oid_873', 'oid_692', 'oid_621', 'oid_896', 'oid_467']","['vehicle', 'vehicle', 'pedestrian', 'pedestrian', 'cyclist']","[31.691322847538462, 99.93141294903765, 67.59506850808476, 14.39231049493318, 29.960430810596428]","[58.77333177117999, 96.70107473441786, 8.235364590355621, 32.33716085913423, 89.23600956987796]",,,,,,
oid_1612,2023-03-09 04:00:00,2023-03-09,4,51.543129725367876,48.097623506122176,14,39,low,snowy,8.805350768062095,Location_1612,['oid_673'],['pedestrian'],[18.966109281018394],[26.924045215444337],,,,,,
oid_1613,2023-03-09 05:00:00,2023-03-09,5,53.415540566258414,26.398747801314006,0,1,medium,cloudy,-2.2018895159575926,Location_1613,"['oid_158', 'oid_253']","['pedestrian', 'cyclist']","[79.48879868943375, 89.64207285944046]","[46.63916033599931, 1.3411588325848878]",,,,,,
